Route Number,Source,Destination,Container Size,Carrier,Travel Mode,Fixed Freight Cost,Port/Airport/Rail Handling Cost,Bunker/ Fuel Cost,Documentation Cost,Equipment Cost,Extra Cost,Warehouse Cost,Transit Duty,CustomClearance time (hours),Port/Airport/Rail Handling time (hours),Extra Time,Transit time (hours),Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
162,Singapore Airport,Malaysia Airport,67,KTM,Air,452,449,106,151,164,119,143.9359072838218,7.879847470034853,67,57,4,95.24718373041358,0,0,1,0,1,1,0
163,Shanghai Railway Station,Malaysia Port,34,Evergreen,Rail,125,290,446,51,154,130,173.0110034928129,6.599969140253534,67,59,3,143.97419083010618,1,0,1,0,1,0,0
164,Wuxi Railway Station,Singapore Warehouse,34,COSCO,Truck,287,490,338,161,194,101,194.1088554385812,1.4835594842728783,61,57,2,85.57729507271736,1,0,0,0,0,0,0
165,Shanghai Warehouse,Singapore Airport,34,DHL,Rail,365,428,344,67,229,138,161.85607533001098,7.403097450385085,42,60,4,228.21343835369962,0,0,0,1,0,1,0
166,Wuxi Warehouse,Shanghai Railway Station,67,DHL,Sea,245,232,394,190,202,53,56.01078988850568,5.2425244563418065,36,36,6,81.0518874732663,1,0,0,0,1,1,1
167,Shanghai Airport,Malaysia Port,67,DHL,Truck,324,122,254,112,286,89,74.32059393532893,2.3567579493352877,34,29,6,98.8030101244298,1,0,0,0,1,0,0
168,Singapore Railway Station,Shanghai Port,67,Railway Authority,Rail,490,444,379,132,165,61,161.74098380096967,6.414359697312744,60,49,9,102.91754773751526,1,0,1,1,1,1,1
169,Shanghai Airport,Singapore Warehouse,7,DHL,Truck,455,119,460,148,233,51,158.97580500937636,7.465585298609214,54,70,7,236.25095930493703,1,0,0,1,0,0,0
170,Wuxi Railway Station,Malaysia Railway Station,67,Evergreen,Air,218,159,119,93,242,148,193.5207537832393,7.107590418577941,25,36,7,105.74904165288116,0,1,0,1,1,1,1
171,Shanghai Warehouse,Wuxi Warehouse,34,KTM,Rail,171,159,389,165,202,55,144.36685669862499,8.358698040723967,55,56,7,70.29364144619032,1,1,1,0,1,0,0
172,Singapore Railway Station,Singapore Airport,67,DHL,Truck,300,225,406,91,162,94,105.49285965161806,4.993663916500694,56,71,9,210.8794928491548,0,0,0,1,1,1,0
173,Singapore Port,Singapore Railway Station,67,Evergreen,Truck,197,428,398,58,108,100,192.58479265502746,4.4657070859762324,55,24,2,75.87063895728515,0,1,1,0,0,1,0
174,Shanghai Warehouse,Wuxi Port,34,COSCO,Air,397,426,132,144,274,65,146.77430183794,4.066117150963942,38,34,2,32.22247949448601,1,0,0,1,1,0,0
175,Malaysia Railway Station,Shanghai Airport,67,KTM,Truck,378,459,429,112,148,138,169.01905660541757,6.213362591092633,30,42,0,197.61614161234843,0,1,0,0,1,0,1
176,Malaysia Railway Station,Wuxi Railway Station,7,Evergreen,Air,451,197,421,74,290,98,91.96445553445633,7.034194789853888,31,28,6,92.75067216789155,0,1,0,0,1,0,1
177,Shanghai Warehouse,Malaysia Warehouse,67,Railway Authority,Rail,280,441,456,115,199,92,160.52266940996918,7.491138831731519,68,31,3,111.94639019335429,1,1,1,0,0,1,1
178,Shanghai Airport,Singapore Railway Station,7,Evergreen,Truck,157,262,294,100,170,125,173.3425023573209,1.6118958770007519,67,35,8,111.22374736781924,0,0,1,0,0,0,1
179,Shanghai Airport,Malaysia Warehouse,7,Evergreen,Truck,329,112,332,115,136,78,186.37385199055225,3.2799720345042656,40,35,1,219.3546180058373,0,0,0,0,1,1,0
180,Malaysia Warehouse,Shanghai Warehouse,67,DHL,Truck,380,493,371,92,157,63,196.0303744420759,8.193101710769401,44,71,4,26.463878120225626,0,0,1,0,1,1,0
181,Singapore Airport,Malaysia Airport,67,Railway Authority,Rail,74,467,262,56,240,54,99.38526295717624,6.361389369713335,38,41,0,56.4712943239271,1,1,0,0,1,0,0
182,Shanghai Port,Malaysia Airport,67,Railway Authority,Truck,66,170,335,105,296,118,143.3778556525892,9.901487291331216,35,38,6,115.0922368413298,0,1,0,0,1,0,0
183,Malaysia Warehouse,Shanghai Port,34,COSCO,Rail,191,193,331,73,111,60,93.81794516923955,7.585695329626702,35,31,0,73.42000317854465,0,0,1,1,1,0,1
184,Wuxi Railway Station,Wuxi Warehouse,34,KTM,Air,270,399,380,92,222,51,129.60997976970657,7.74201276426129,28,57,4,95.11903028033149,0,0,1,0,0,1,0
185,Malaysia Airport,Wuxi Railway Station,34,Evergreen,Rail,228,390,230,177,212,140,192.70789809779106,4.541869415410485,56,40,2,225.9700467651839,1,0,1,1,1,1,0
186,Wuxi Port,Malaysia Railway Station,34,Evergreen,Rail,378,378,236,189,165,98,124.6801350642672,8.846366993453827,69,50,1,104.80317285084658,1,1,0,0,0,0,0
187,Wuxi Port,Singapore Port,7,Evergreen,Rail,499,349,465,53,157,130,136.5370940931948,8.6239268052784,52,63,8,100.31338233779354,0,1,0,1,1,1,0
188,Wuxi Port,Wuxi Airport,34,Railway Authority,Rail,276,470,432,108,226,69,68.41913891789962,6.266360443473209,47,61,0,208.89710775082827,1,0,0,0,1,0,1
189,Malaysia Port,Malaysia Railway Station,7,Evergreen,Truck,176,407,376,101,224,144,186.3553956134806,5.6237817141762045,60,35,8,219.86054551598272,1,1,0,0,0,0,1
190,Singapore Airport,Shanghai Warehouse,34,KTM,Air,499,480,347,158,258,93,83.52713341463934,3.9651300285317896,68,54,3,197.3978170502411,1,1,1,0,1,0,0
191,Singapore Port,Wuxi Airport,34,Railway Authority,Truck,448,184,449,61,182,115,197.8722385705484,2.614370295477754,25,30,9,178.94520118524483,1,0,1,0,0,0,1
192,Shanghai Port,Malaysia Port,7,KTM,Rail,93,150,296,154,247,147,98.06571390082743,9.495885462604356,51,43,6,93.34363006964878,1,0,0,0,1,0,0
193,Singapore Port,Malaysia Airport,7,COSCO,Sea,294,282,385,127,131,99,75.34664035245562,4.640329102860752,40,68,2,170.8444156857948,1,0,1,1,1,1,0
194,Malaysia Port,Wuxi Warehouse,7,KTM,Air,140,282,242,119,258,110,83.83484512068355,3.0613377311310863,71,30,7,152.80102674789916,0,0,1,1,0,0,0
195,Shanghai Warehouse,Wuxi Airport,67,Railway Authority,Rail,359,288,105,57,212,66,186.1036305263037,1.7299028061826198,48,24,9,221.43086381043398,1,0,0,0,0,0,1
196,Wuxi Railway Station,Wuxi Railway Station,67,Railway Authority,Air,54,101,293,164,252,121,155.78336891454592,1.00043354753326,28,64,0,201.6223917382713,1,1,1,0,1,1,1
197,Malaysia Warehouse,Shanghai Port,7,Evergreen,Air,75,371,288,99,211,113,140.7804536725194,8.533571656413947,45,48,1,184.89690147334744,1,0,1,0,1,1,0
198,Malaysia Airport,Singapore Port,7,KTM,Air,338,488,258,54,165,121,165.00852495986322,5.534834323221933,24,35,6,132.84562792974904,1,1,0,0,0,1,0
199,Malaysia Warehouse,Wuxi Warehouse,34,Railway Authority,Sea,468,328,106,82,281,109,151.52929065568304,5.2273946385356105,63,39,0,120.1579954501782,0,0,0,0,1,1,0
200,Malaysia Port,Shanghai Airport,34,DHL,Air,298,181,433,71,189,105,152.08549373584142,7.148054933262478,28,67,0,201.8935403828645,0,0,0,1,1,0,0
201,Shanghai Port,Shanghai Railway Station,34,Railway Authority,Truck,250,208,408,153,194,84,179.6602202167568,4.745781150542794,32,58,4,97.40235822989929,1,0,0,1,0,0,0
202,Shanghai Warehouse,Shanghai Port,67,Railway Authority,Sea,264,456,305,174,200,67,160.8211096429108,4.2378445666173015,35,67,3,132.0827008373135,1,0,0,0,0,1,0
203,Malaysia Port,Wuxi Railway Station,34,KTM,Truck,215,413,195,146,180,80,115.70742707554986,5.263304838863103,51,36,2,51.91034243395103,0,0,0,1,0,1,1
204,Singapore Airport,Wuxi Railway Station,34,Evergreen,Sea,185,488,469,198,257,109,196.16542130019158,3.8555658787441707,24,41,7,230.0176725444375,1,1,1,0,0,1,0
205,Malaysia Warehouse,Wuxi Railway Station,34,COSCO,Truck,99,380,119,128,108,66,108.05708956359081,1.7388082158050793,47,61,7,211.77272348254607,1,0,1,1,1,0,1
206,Wuxi Railway Station,Malaysia Warehouse,7,Evergreen,Truck,160,172,289,79,182,143,189.80644169097786,9.471999176743635,62,44,3,103.63456742312565,0,1,0,1,1,1,1
207,Malaysia Port,Wuxi Railway Station,7,Railway Authority,Sea,57,266,171,50,169,129,169.31081859835166,3.395762014761892,40,37,3,84.1056190867802,1,0,1,1,0,0,1
208,Malaysia Warehouse,Malaysia Warehouse,67,COSCO,Rail,443,464,250,78,143,137,140.64322196465184,5.54279186116658,25,32,9,25.998389125810345,1,1,0,1,1,0,1
209,Malaysia Warehouse,Singapore Railway Station,67,KTM,Rail,466,462,169,86,161,140,63.42711724205491,2.8829675623329423,54,26,1,161.83344621404893,0,1,1,1,1,0,1
210,Wuxi Warehouse,Wuxi Railway Station,34,DHL,Air,348,397,410,108,233,106,185.40706757743604,4.427913386096362,59,71,9,40.62829975466119,1,1,0,0,0,1,0
211,Malaysia Airport,Shanghai Port,67,Railway Authority,Rail,260,347,223,110,277,144,177.00822657761586,3.4874153772153105,46,41,5,184.79471199629054,1,1,1,0,1,0,0
212,Malaysia Railway Station,Singapore Railway Station,34,Evergreen,Sea,69,481,478,97,141,126,168.56801734227173,6.431433474562667,46,63,4,25.06128205489952,0,0,0,0,0,0,1
213,Wuxi Airport,Shanghai Railway Station,7,Evergreen,Sea,70,241,392,175,298,131,170.56731362583957,3.3929539262497657,51,31,5,109.70266248877007,0,0,1,1,0,0,0
214,Shanghai Port,Singapore Port,67,COSCO,Air,360,103,178,72,163,87,114.01240393486657,6.403041683081427,64,31,5,183.76367763411454,0,0,1,1,0,1,0
215,Wuxi Warehouse,Malaysia Warehouse,7,KTM,Air,267,201,368,79,223,61,140.34496388821688,2.7868565962164533,25,37,6,77.19620220816942,1,1,0,0,1,1,1
216,Malaysia Railway Station,Singapore Warehouse,34,Evergreen,Truck,454,134,417,77,283,91,85.09015582579167,2.4480030991426873,45,50,7,159.3037067970303,1,0,1,0,0,0,1
217,Shanghai Airport,Malaysia Port,7,Evergreen,Truck,253,392,243,106,114,139,103.31479034573556,7.951672195491336,36,49,3,199.68273702213554,1,0,1,0,0,1,1
218,Wuxi Airport,Wuxi Port,7,Railway Authority,Truck,123,285,145,191,125,64,64.86027543266731,2.264427897142408,28,45,9,63.01386164073266,1,0,0,1,0,1,0
219,Wuxi Port,Malaysia Airport,34,KTM,Sea,346,212,377,65,213,69,60.92427555655874,6.075411522929824,49,39,6,51.79277400076403,1,0,1,1,1,1,0
220,Shanghai Port,Shanghai Warehouse,7,COSCO,Sea,251,403,394,108,184,100,187.49951953586046,1.4453741671082925,25,32,8,226.63885179182859,1,0,0,1,0,1,0
221,Singapore Warehouse,Shanghai Railway Station,34,KTM,Rail,371,147,215,169,243,56,170.8670587552113,8.092280329533644,38,67,8,110.4315427558689,0,0,1,0,0,0,0
222,Wuxi Airport,Wuxi Port,7,DHL,Rail,266,498,450,182,258,124,117.29921831191507,4.547323127232969,32,69,2,128.21619814879904,1,0,0,1,0,1,1
223,Singapore Port,Wuxi Railway Station,67,KTM,Sea,255,129,422,165,107,75,142.3459194392326,8.22882470649122,47,54,4,190.70998885075878,1,1,0,0,0,1,1
224,Wuxi Warehouse,Wuxi Airport,67,Railway Authority,Truck,57,331,359,130,278,96,136.55325961389448,5.815553399855821,38,34,7,239.54842427256435,1,1,1,1,1,0,1
225,Malaysia Warehouse,Shanghai Warehouse,67,COSCO,Air,231,119,348,186,152,96,108.83661558804764,3.3236535493192405,64,33,3,116.17532125889058,1,0,1,1,1,1,1
226,Shanghai Port,Wuxi Port,34,DHL,Sea,361,301,351,131,278,56,180.97483130750808,9.010746341274027,41,30,5,137.857176229287,1,0,1,0,1,0,1
227,Malaysia Railway Station,Shanghai Railway Station,67,DHL,Air,149,242,325,129,174,120,155.12282047753698,1.516887956308533,32,38,8,165.0193035558681,1,1,1,1,0,0,0
228,Shanghai Port,Malaysia Warehouse,7,DHL,Sea,285,397,396,110,175,73,175.29335083335536,8.903183508266,70,59,4,59.606238200430624,0,1,1,1,0,1,0
229,Shanghai Railway Station,Wuxi Airport,34,Evergreen,Truck,180,156,146,74,139,68,77.47189949315313,1.1820058904603807,29,27,5,124.71042573860363,0,1,0,0,0,1,1
230,Malaysia Airport,Shanghai Airport,7,Evergreen,Sea,203,372,187,179,257,57,161.28872372155064,6.02405488925575,37,62,1,161.0651513573254,1,0,1,0,0,0,1
231,Wuxi Railway Station,Malaysia Railway Station,67,Railway Authority,Sea,387,488,169,103,147,125,138.26430428916814,8.400104091319863,32,32,1,204.07556481253366,0,0,1,1,0,1,1
232,Shanghai Railway Station,Shanghai Airport,7,Railway Authority,Truck,338,131,418,198,174,127,150.11520590798176,9.09206071230436,41,32,2,235.97177459425296,1,1,0,1,0,0,0
233,Shanghai Airport,Wuxi Airport,7,DHL,Sea,353,439,191,124,271,125,146.79368663744873,1.040473640613608,32,37,3,51.47796416478393,0,0,1,1,1,1,1
234,Shanghai Railway Station,Singapore Port,34,COSCO,Rail,436,497,337,109,281,80,165.3939083821893,9.397143373986799,24,71,5,135.31021010362736,1,1,0,0,1,1,0
235,Shanghai Warehouse,Malaysia Port,67,Railway Authority,Air,336,289,256,75,279,82,88.5619552444561,7.129933698837981,68,47,3,162.39948785904735,1,1,0,0,1,1,1
236,Wuxi Airport,Singapore Port,67,DHL,Rail,50,418,491,168,224,85,104.85323941240543,8.577903587785833,68,26,0,50.82640095004362,0,1,1,1,1,0,1
237,Wuxi Airport,Shanghai Warehouse,67,DHL,Sea,351,484,421,171,102,98,84.42816327320722,7.6565685651429485,30,52,4,111.77093408126552,1,1,1,0,1,0,1
238,Malaysia Airport,Wuxi Warehouse,7,COSCO,Air,267,216,367,166,227,109,194.06244951242334,1.5112327569167179,50,27,2,216.83923564581823,0,1,1,0,0,1,0
239,Malaysia Airport,Malaysia Airport,7,DHL,Rail,223,457,429,86,260,81,129.1445615570409,7.257947311565473,46,63,0,181.77073772018403,0,0,1,0,1,0,0
240,Malaysia Port,Wuxi Airport,7,DHL,Truck,408,386,269,56,172,137,102.42961885104162,6.390102398377404,65,69,2,182.52592125472302,0,1,0,1,0,1,0
241,Shanghai Port,Malaysia Airport,7,KTM,Rail,194,330,372,127,296,124,158.68684891651571,9.34654972747816,49,61,0,192.39573443602418,0,0,0,1,0,0,1
242,Shanghai Port,Shanghai Railway Station,7,Evergreen,Sea,331,158,123,178,241,93,173.818344077145,2.746091246562944,27,31,5,204.8310310348402,0,0,1,0,0,0,0
243,Malaysia Railway Station,Malaysia Airport,7,DHL,Sea,468,149,258,84,270,101,58.53886921828958,3.1989212374928333,56,29,6,93.45941179175202,1,0,1,1,1,1,1
244,Singapore Airport,Wuxi Airport,34,Railway Authority,Truck,138,241,445,121,219,77,93.7579186409638,5.582898477033071,67,48,2,239.92640464641113,1,1,0,1,1,1,0
245,Wuxi Airport,Wuxi Warehouse,67,Evergreen,Air,410,441,164,114,254,91,183.2639420051188,5.930485522284657,37,42,7,66.4567927728128,0,1,0,0,1,1,0
246,Singapore Warehouse,Wuxi Airport,67,DHL,Rail,426,357,418,142,154,124,187.82438845496594,8.825530422821732,33,42,9,205.1440766704662,0,1,0,0,0,1,0
247,Shanghai Railway Station,Malaysia Warehouse,34,KTM,Sea,81,286,413,81,181,61,100.21722018151453,5.996218575868211,65,31,4,128.74086520206433,1,0,1,1,0,1,1
248,Shanghai Railway Station,Singapore Port,34,Evergreen,Sea,428,480,427,188,168,143,161.5257015676288,9.022457241830955,35,28,0,78.38136679231812,1,0,0,1,0,1,0
249,Wuxi Airport,Wuxi Port,7,COSCO,Sea,378,270,203,61,239,109,70.55733664070672,5.6360630086200745,61,45,8,131.88559763684592,1,1,1,1,1,0,0
250,Wuxi Railway Station,Malaysia Port,67,DHL,Air,452,391,408,168,264,130,184.5547390214358,9.780362200521182,41,59,3,201.91183652752486,0,1,0,1,0,1,1
251,Wuxi Airport,Shanghai Warehouse,34,DHL,Rail,450,272,180,185,171,86,99.94670800247175,1.5905448774174267,50,64,6,150.9401049573752,0,0,0,1,0,0,0
252,Wuxi Airport,Singapore Warehouse,67,COSCO,Truck,109,337,205,163,127,134,109.72284854841942,1.2197771725264346,60,37,5,108.70162294634895,0,1,1,0,1,0,1
253,Shanghai Port,Shanghai Port,67,Evergreen,Truck,381,142,419,157,157,65,165.8749498188854,1.4264549185518627,45,60,3,177.69098293801278,1,0,1,0,1,0,0
254,Malaysia Airport,Shanghai Airport,34,DHL,Rail,98,104,484,142,282,60,139.39904062199034,3.8721882144335984,25,46,3,154.5632279167246,0,1,1,0,0,0,1
255,Singapore Port,Malaysia Warehouse,7,Railway Authority,Truck,121,150,129,102,160,129,54.12155304521154,8.660341184294435,50,66,5,125.8773749829492,1,0,1,1,0,1,1
256,Wuxi Airport,Wuxi Port,67,DHL,Rail,226,456,403,110,254,68,88.67033213081697,7.433280192729191,27,45,3,201.89073694384075,1,0,0,1,1,0,1
257,Malaysia Railway Station,Wuxi Airport,7,Evergreen,Rail,179,113,232,163,252,93,114.35122306724504,1.6163627443189692,24,58,3,113.95696251530809,1,1,0,0,0,0,1
258,Wuxi Warehouse,Malaysia Railway Station,67,Evergreen,Rail,382,188,313,179,131,52,50.88163035870734,3.146444813928679,60,36,4,95.31114341633439,1,1,0,0,1,1,1
259,Wuxi Warehouse,Malaysia Airport,34,KTM,Air,389,453,351,172,222,62,171.17551044607774,9.236512343021497,25,53,9,31.44078143676968,1,0,1,1,0,1,1
260,Shanghai Airport,Shanghai Airport,34,DHL,Sea,125,400,395,87,174,121,161.27393286381556,1.9577071243670026,40,28,2,129.6704580252914,1,1,0,1,1,1,1
261,Wuxi Port,Singapore Railway Station,34,COSCO,Rail,306,408,452,61,229,103,189.74771679133863,4.7044103431999496,70,51,5,170.21157346716714,1,0,1,0,0,0,0
262,Shanghai Warehouse,Singapore Warehouse,7,KTM,Rail,432,340,296,90,114,52,151.65454364482625,2.0136815623522577,49,70,9,161.4154489631482,1,0,0,1,1,1,1
263,Singapore Port,Singapore Warehouse,34,Railway Authority,Truck,58,306,425,83,256,136,165.1236242342639,3.640752033478199,68,71,2,36.72713225252662,0,0,0,0,1,1,1
264,Malaysia Railway Station,Shanghai Port,67,COSCO,Air,312,436,350,153,130,140,99.4964726637131,1.1113289986705355,40,35,6,234.0783318601901,1,1,1,1,1,0,1
265,Singapore Warehouse,Wuxi Warehouse,7,Railway Authority,Truck,217,348,120,132,179,91,63.133851547341315,6.2449037771404114,35,34,2,56.17482754796167,1,1,1,0,0,0,0
266,Singapore Port,Wuxi Warehouse,34,Railway Authority,Air,107,145,371,193,203,54,122.39983576533842,2.669659778478098,35,35,0,207.70032889866104,1,0,1,1,1,0,0
267,Wuxi Airport,Malaysia Airport,7,DHL,Sea,135,422,470,60,240,78,66.500749141482,1.169389650628251,53,32,7,80.68919638715576,0,0,1,0,1,1,1
268,Singapore Port,Wuxi Warehouse,7,Railway Authority,Truck,408,233,264,110,140,73,90.72607077643764,1.4394265033900866,50,53,7,54.20517706563395,1,0,1,0,0,1,0
269,Wuxi Port,Shanghai Railway Station,67,KTM,Rail,150,304,193,90,117,109,139.43627645695602,4.693617126576386,44,40,8,29.458210175307848,1,0,0,1,1,1,0
270,Shanghai Port,Shanghai Airport,7,Railway Authority,Rail,227,237,178,185,274,90,52.85961831700899,5.0795894946313656,45,49,9,163.7541276885397,1,0,1,0,1,0,0
271,Wuxi Railway Station,Singapore Warehouse,34,Evergreen,Sea,410,371,425,197,123,141,199.61426781349033,6.352228733293445,30,33,2,231.92918076992706,0,1,0,0,1,0,0
272,Wuxi Warehouse,Wuxi Airport,67,COSCO,Air,231,128,335,199,221,89,140.8642688236286,9.471890740474105,62,29,5,233.34190118344617,0,0,0,1,0,1,1
273,Shanghai Warehouse,Wuxi Airport,7,COSCO,Air,489,142,479,153,161,58,71.33872117715558,6.669105475022352,51,56,8,80.13681446600557,0,1,1,1,1,1,1
274,Singapore Port,Shanghai Railway Station,67,Railway Authority,Air,292,410,446,158,173,56,160.88519791256513,4.678692614771679,51,56,0,33.568981917113014,1,1,0,0,1,0,1
275,Shanghai Railway Station,Shanghai Port,67,Evergreen,Air,84,427,452,124,121,89,181.3320054610559,3.1737439346767373,39,70,5,93.0020782069243,1,0,1,1,1,0,0
276,Wuxi Port,Shanghai Warehouse,7,Evergreen,Truck,247,286,126,149,230,116,166.69091246483873,9.648206233702197,67,52,7,29.107683280609393,0,1,1,0,1,0,0
277,Malaysia Airport,Singapore Railway Station,67,KTM,Truck,443,105,456,102,213,87,98.73106164575614,9.973084569604794,45,43,1,212.79285733176775,1,1,1,1,1,1,0
278,Singapore Port,Malaysia Railway Station,34,KTM,Air,470,104,205,60,171,148,52.3305829461003,5.687792276041166,57,40,9,27.051958886663954,0,0,0,0,0,0,1
279,Singapore Airport,Wuxi Airport,34,COSCO,Truck,321,244,117,95,209,109,167.93901417699723,7.77559341139516,26,28,1,132.39161591589524,1,0,0,1,1,1,1
280,Malaysia Port,Shanghai Airport,34,Evergreen,Air,475,157,293,87,226,106,77.57800227224669,7.7284174858136145,56,66,7,143.0276078231124,0,1,0,1,1,0,1
281,Singapore Airport,Singapore Railway Station,7,KTM,Air,362,405,275,163,295,100,54.52519702321804,6.762993721750266,33,47,7,201.21212297870073,0,0,0,1,0,0,1
282,Wuxi Warehouse,Singapore Railway Station,67,Railway Authority,Air,373,321,138,110,110,55,74.9144113877025,6.780062026976618,34,60,1,30.346510043037732,0,1,0,0,1,0,0
283,Shanghai Railway Station,Wuxi Airport,34,DHL,Rail,379,458,475,88,250,137,188.72199357454025,9.204533056536134,25,64,7,191.82726270641865,0,1,1,0,1,0,1
284,Singapore Railway Station,Wuxi Airport,67,Railway Authority,Air,172,201,491,168,114,72,177.28772737779542,8.423187098170262,39,70,3,71.22588130231071,1,1,1,0,1,1,0
285,Malaysia Airport,Singapore Port,7,COSCO,Rail,305,100,249,112,208,54,71.21003055040032,5.518117910418017,56,43,3,79.01505099121712,0,1,0,1,0,0,0
286,Shanghai Warehouse,Singapore Railway Station,7,KTM,Air,222,198,119,185,225,83,186.87477128629922,7.486503518257443,31,69,1,95.94325699560754,1,0,0,1,1,1,1
287,Shanghai Railway Station,Wuxi Warehouse,67,KTM,Rail,403,436,497,123,293,145,73.20517571695012,6.690977628619272,54,46,0,90.51661064416476,0,0,0,1,0,1,0
288,Wuxi Airport,Wuxi Warehouse,34,COSCO,Rail,376,197,189,192,148,143,78.5707651891459,6.725527048124358,47,53,6,214.6842363858299,0,0,0,0,1,0,1
289,Wuxi Airport,Shanghai Airport,67,COSCO,Sea,340,299,279,125,183,89,155.6435308200365,1.2049884566123463,56,60,6,200.9974527815317,0,0,1,0,0,0,0
290,Malaysia Warehouse,Shanghai Port,7,KTM,Sea,479,129,225,113,241,143,116.59117395106995,6.1019515164868565,51,60,5,174.922283074918,0,0,0,0,1,1,0
291,Malaysia Port,Malaysia Port,34,KTM,Truck,304,214,365,172,115,71,130.74387183517257,7.257176402163601,24,68,7,231.8446296895715,1,1,0,0,0,0,1
292,Shanghai Warehouse,Shanghai Railway Station,7,DHL,Sea,452,365,397,98,272,59,88.74444836382254,9.006790231731408,52,32,8,84.12057216261007,1,0,1,0,0,0,1
293,Singapore Warehouse,Singapore Airport,67,KTM,Sea,383,450,224,154,131,123,178.13586613597855,6.936392450081493,35,31,2,158.897701608054,0,1,1,1,1,1,1
294,Wuxi Airport,Wuxi Railway Station,7,COSCO,Rail,80,316,213,77,146,53,130.43090395627445,3.1480902554741066,26,51,4,196.05597889338898,0,0,1,1,1,1,0
295,Shanghai Port,Malaysia Port,34,COSCO,Rail,57,432,203,140,121,82,75.4631122730399,5.203306227256425,51,69,4,35.47785571309299,0,0,0,0,0,1,0
296,Malaysia Airport,Wuxi Port,7,Railway Authority,Rail,423,477,340,112,177,140,73.78492557578235,7.67736050346717,68,50,3,120.10019237444784,0,1,0,0,0,1,0
297,Malaysia Railway Station,Singapore Port,34,COSCO,Truck,190,457,248,168,243,108,125.60831492524852,1.1794686007651487,70,66,9,233.5650559874448,1,1,1,1,1,1,1
298,Shanghai Port,Wuxi Warehouse,7,Evergreen,Air,322,238,181,61,194,85,106.09589134140558,9.305542520239232,44,33,2,113.33329486123633,0,0,0,1,1,0,1
299,Malaysia Port,Malaysia Port,7,KTM,Sea,497,491,230,134,155,137,138.23776473604894,6.4701037043480545,50,50,3,28.444152658113737,1,0,1,1,0,1,0
300,Singapore Port,Shanghai Port,67,COSCO,Truck,353,421,290,62,184,108,55.10086849480881,1.614544044187603,70,68,8,221.5214688153403,1,1,1,0,1,1,0
301,Shanghai Port,Shanghai Port,7,DHL,Rail,355,106,212,184,231,83,111.11054643684415,3.3955855434275724,25,30,9,65.90378046774988,1,1,0,0,1,0,0
302,Shanghai Airport,Shanghai Airport,67,KTM,Truck,181,245,450,127,224,139,195.12587494986397,5.8010230091847035,25,42,2,59.44280597868391,1,1,1,1,1,0,1
303,Malaysia Warehouse,Singapore Airport,7,DHL,Air,351,145,369,155,143,106,195.25660276316793,2.665084505449863,50,57,1,101.3579140539245,0,1,0,0,0,1,1
304,Wuxi Airport,Shanghai Warehouse,7,Railway Authority,Rail,196,462,453,94,255,114,107.15551072144837,5.095968519623335,31,65,3,69.53228440183278,0,0,0,1,0,0,0
305,Wuxi Railway Station,Singapore Airport,34,Evergreen,Air,419,322,150,164,259,106,63.50104850608688,4.497748773739275,69,33,7,70.45893719328758,1,0,1,0,0,1,0
306,Wuxi Warehouse,Singapore Railway Station,34,KTM,Sea,451,181,454,106,110,77,160.9234600792248,9.520356127361898,69,34,8,118.94769178793499,1,0,0,1,1,1,1
307,Singapore Warehouse,Malaysia Railway Station,34,Evergreen,Sea,236,399,297,185,223,61,161.45731327673127,7.8951530760920425,49,33,0,150.0190660333143,1,0,0,1,1,1,1
308,Malaysia Warehouse,Wuxi Port,67,DHL,Rail,234,249,416,121,203,83,60.61740730764224,6.660830937034201,58,57,3,186.94879078858125,1,0,1,0,0,1,0
309,Wuxi Railway Station,Singapore Airport,34,Evergreen,Truck,307,238,120,134,133,76,199.30944663026892,7.285844883653341,24,70,7,55.193584507234945,1,1,1,0,1,1,1
310,Singapore Warehouse,Malaysia Warehouse,34,KTM,Truck,283,279,311,58,137,112,116.57455446347001,4.640911206109353,54,51,7,91.78572188405248,0,0,0,1,1,1,0
311,Malaysia Port,Malaysia Airport,67,DHL,Truck,411,157,489,171,147,133,114.82948606947197,4.228812245840824,33,30,7,206.61226096194244,1,0,1,0,0,1,1
312,Malaysia Port,Shanghai Warehouse,67,Evergreen,Truck,116,433,391,101,256,104,145.51815812981437,3.3443202017833134,62,37,9,178.97477430530202,0,0,0,1,0,0,1
313,Singapore Port,Wuxi Airport,7,Railway Authority,Truck,199,165,338,50,233,76,138.20396800062395,2.454808717078655,34,50,5,227.577582906539,0,1,1,0,1,0,1
314,Singapore Port,Singapore Port,34,DHL,Air,380,108,328,157,111,119,81.44856843716907,2.148821179001363,27,55,0,44.85522695532967,1,0,0,1,1,1,1
315,Wuxi Warehouse,Singapore Warehouse,67,KTM,Sea,217,346,365,60,287,109,77.13734016645077,9.78401669891159,51,34,6,202.59664479809027,1,1,0,0,1,0,0
316,Malaysia Port,Wuxi Port,34,KTM,Truck,378,465,496,190,218,59,155.6794296623487,5.398872575881081,44,35,7,151.20767719392245,0,1,1,0,0,0,0
317,Malaysia Airport,Wuxi Warehouse,67,Evergreen,Truck,404,417,353,52,132,122,87.80518712231171,3.2143117659286116,44,35,8,43.15042515772764,0,0,1,0,0,1,0
